package_name,Jan 23,Feb 23,Mar 23,Apr 23,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24
tailwindcss-vue,5.0,10.0,9.0,8.0,7.0,3.0,9.0,1.0,3.0,12.0,8.0,7.0,4.0,4.0
ddns-daemon,6.0,6.0,8.0,11.0,8.0,5.0,9.0,4.0,2.0,17.0,12.0,3.0,6.0,1.0
random-mensages,17.0,12.0,3.0,8.0,2.0,6.0,8.0,6.0,2.0,9.0,7.0,3.0,6.0,2.0
b-datepicker,20.0,11.0,25.0,15.0,5.0,11.0,22.0,20.0,21.0,94.0,14.0,19.0,44.0,15.0
wuht,4.0,11.0,7.0,7.0,4.0,5.0,6.0,2.0,2.0,7.0,5.0,3.0,4.0,1.0
hiyoko-rain,22.0,16.0,22.0,13.0,10.0,8.0,23.0,6.0,1.0,16.0,9.0,14.0,7.0,1.0
jwrpc,19.0,19.0,15.0,15.0,6.0,5.0,21.0,10.0,7.0,28.0,14.0,9.0,12.0,14.0
sp500-companies,12.0,9.0,6.0,5.0,5.0,9.0,10.0,3.0,5.0,16.0,7.0,1.0,5.0,2.0
cra-template-typescript-tailwind,11.0,7.0,4.0,9.0,8.0,7.0,6.0,8.0,8.0,25.0,7.0,6.0,6.0,2.0
grunt-modulesconverter,18.0,10.0,19.0,12.0,5.0,4.0,17.0,20.0,10.0,29.0,10.0,8.0,7.0,6.0
remixml-htmldom,61.0,41.0,64.0,82.0,47.0,46.0,69.0,31.0,28.0,96.0,64.0,62.0,80.0,16.0
parcel-plugin-radi,56.0,38.0,50.0,61.0,10.0,53.0,49.0,27.0,2.0,73.0,54.0,6.0,25.0,1.0
svg-path-command,0.0,0.0,80.0,161.0,25.0,4.0,225.0,25.0,19.0,25.0,23.0,31.0,62.0,19.0
generic-min-max,27.0,20.0,29.0,27.0,17.0,24.0,34.0,17.0,9.0,30.0,22.0,7.0,20.0,8.0
selenium-wrapper,23.0,22.0,33.0,24.0,6.0,46.0,26.0,17.0,36.0,47.0,15.0,18.0,40.0,9.0
yarrr,8.0,7.0,3.0,5.0,4.0,6.0,5.0,2.0,3.0,12.0,8.0,5.0,2.0,3.0
redux-devtools-middleware-lc,16.0,19.0,5.0,14.0,4.0,24.0,14.0,10.0,1.0,15.0,8.0,8.0,5.0,1.0
nodecron,212.0,414.0,278.0,327.0,218.0,645.0,255.0,371.0,299.0,401.0,303.0,353.0,514.0,269.0
blear.classes.wheel,8.0,5.0,6.0,7.0,2.0,4.0,13.0,16.0,4.0,18.0,5.0,3.0,5.0,2.0
raptor-optimizer-resolve-css-urls,40.0,54.0,40.0,33.0,8.0,16.0,40.0,35.0,8.0,92.0,34.0,8.0,20.0,2.0
dwarfcassowary,9.0,6.0,8.0,11.0,5.0,7.0,8.0,10.0,2.0,13.0,7.0,7.0,5.0,2.0
thomasio-auth-js-bcrypt,15.0,11.0,8.0,11.0,3.0,10.0,7.0,3.0,5.0,18.0,10.0,1.0,5.0,5.0
aura-helper-sfdx,170.0,155.0,190.0,167.0,151.0,175.0,171.0,171.0,211.0,437.0,1217.0,1138.0,1810.0,441.0
ucheck,34.0,30.0,21.0,50.0,4.0,14.0,32.0,16.0,16.0,49.0,28.0,2.0,14.0,1.0
jsmockito,616.0,514.0,344.0,281.0,390.0,412.0,385.0,396.0,729.0,498.0,897.0,422.0,714.0,529.0
popo,7.0,3.0,6.0,5.0,4.0,6.0,8.0,6.0,4.0,14.0,6.0,5.0,6.0,3.0
didactic-quack,48.0,24.0,47.0,33.0,5.0,13.0,34.0,12.0,3.0,42.0,25.0,6.0,11.0,3.0
disposable-class,293.0,130.0,168.0,178.0,97.0,80.0,176.0,62.0,58.0,74.0,150.0,91.0,116.0,45.0
babel-browser-king,300.0,327.0,343.0,218.0,196.0,220.0,193.0,169.0,170.0,213.0,178.0,215.0,229.0,195.0
vue-collapse-box,13.0,10.0,11.0,14.0,2.0,11.0,11.0,2.0,5.0,15.0,8.0,3.0,11.0,4.0
react-suggestbar,13.0,5.0,6.0,20.0,3.0,5.0,22.0,17.0,3.0,14.0,8.0,3.0,7.0,4.0
bristol-config,8.0,6.0,10.0,12.0,3.0,6.0,12.0,20.0,4.0,38.0,6.0,7.0,4.0,4.0
hypersim-parser,27.0,7.0,15.0,13.0,20.0,11.0,15.0,6.0,4.0,18.0,12.0,3.0,8.0,1.0
ng5-msg-print,17.0,7.0,8.0,8.0,6.0,5.0,10.0,7.0,15.0,29.0,10.0,5.0,6.0,3.0
union-subdivided-polygons,145.0,598.0,244.0,231.0,137.0,212.0,286.0,298.0,220.0,340.0,278.0,257.0,131.0,45.0
dagrejs,7935.0,9009.0,11508.0,9746.0,10635.0,10366.0,8050.0,7438.0,8010.0,12090.0,10865.0,7356.0,9489.0,7586.0
dmx-detail-panel,18.0,13.0,17.0,16.0,113.0,103.0,33.0,24.0,14.0,46.0,42.0,10.0,17.0,5.0
micros-css,9.0,4.0,5.0,5.0,4.0,7.0,8.0,3.0,2.0,5.0,6.0,6.0,3.0,13.0
xmail-exchange,7.0,5.0,7.0,7.0,4.0,8.0,7.0,3.0,4.0,8.0,9.0,7.0,5.0,3.0
bobtail-debugger,11.0,4.0,13.0,7.0,6.0,8.0,10.0,20.0,10.0,43.0,28.0,23.0,25.0,4.0
flagship,15.0,4.0,5.0,6.0,3.0,5.0,9.0,5.0,5.0,14.0,7.0,3.0,2.0,2.0
webpack-get-files-plugin,22.0,10.0,34.0,10.0,2.0,7.0,11.0,1.0,5.0,18.0,11.0,5.0,5.0,5.0
iw-react-dropdown,16.0,6.0,14.0,9.0,4.0,8.0,11.0,8.0,4.0,19.0,11.0,10.0,5.0,1.0
prng48,13.0,7.0,9.0,6.0,5.0,9.0,8.0,8.0,4.0,10.0,12.0,5.0,5.0,1.0
bootstrap-dark-4,133.0,166.0,197.0,146.0,115.0,197.0,219.0,362.0,234.0,259.0,146.0,148.0,106.0,105.0
json2type,17.0,17.0,24.0,21.0,19.0,30.0,39.0,19.0,10.0,23.0,15.0,24.0,25.0,19.0
UltraServerIO,15.0,5.0,20.0,14.0,8.0,13.0,24.0,12.0,17.0,46.0,10.0,4.0,8.0,3.0
hubot-sentimental-plus,10.0,7.0,10.0,11.0,5.0,7.0,7.0,12.0,10.0,12.0,10.0,1.0,5.0,4.0
ethereum-bytecode-verifier-console,10.0,8.0,5.0,7.0,2.0,8.0,6.0,21.0,3.0,15.0,7.0,4.0,5.0,3.0
bolognese,4.0,5.0,7.0,8.0,5.0,6.0,11.0,18.0,5.0,18.0,7.0,4.0,3.0,1.0
nodeject,37.0,16.0,55.0,26.0,19.0,12.0,47.0,33.0,5.0,53.0,35.0,10.0,19.0,3.0
infer-gender,35.0,13.0,27.0,27.0,3.0,14.0,28.0,10.0,10.0,32.0,35.0,4.0,36.0,3.0
almin-reduce-store,20.0,12.0,24.0,13.0,10.0,16.0,22.0,117.0,22.0,98.0,9.0,9.0,11.0,2.0
ts-node-migrate,306.0,394.0,311.0,404.0,323.0,1023.0,646.0,368.0,457.0,751.0,754.0,536.0,462.0,297.0
cardeck,29.0,21.0,46.0,35.0,11.0,16.0,32.0,22.0,13.0,142.0,16.0,2.0,13.0,2.0
superagent-gmxhr,10.0,5.0,6.0,7.0,3.0,6.0,7.0,10.0,8.0,10.0,9.0,5.0,4.0,1.0
p-sleep,16512.0,15944.0,20273.0,18378.0,20161.0,18605.0,16388.0,17060.0,17449.0,22074.0,19688.0,15713.0,18390.0,15937.0
lewd,73.0,27.0,80.0,39.0,46.0,54.0,65.0,43.0,53.0,63.0,55.0,50.0,60.0,32.0
crypto-random-in-range,176.0,129.0,203.0,134.0,245.0,198.0,149.0,269.0,160.0,249.0,287.0,145.0,127.0,92.0
mongoose-extract-duplicate-field,39.0,19.0,20.0,27.0,10.0,13.0,20.0,35.0,4.0,35.0,19.0,7.0,14.0,4.0
flex-util,6.0,7.0,4.0,5.0,5.0,5.0,7.0,11.0,2.0,7.0,7.0,3.0,4.0,4.0
arceus,117.0,50.0,204.0,62.0,58.0,102.0,97.0,152.0,67.0,592.0,68.0,20.0,100.0,1.0
orm-ftw,10.0,7.0,7.0,11.0,6.0,6.0,9.0,7.0,2.0,16.0,10.0,2.0,5.0,2.0
grunt-translate-cmd,10.0,4.0,4.0,5.0,3.0,8.0,13.0,4.0,5.0,36.0,56.0,7.0,6.0,1.0
support-https,4.0,7.0,3.0,5.0,4.0,4.0,6.0,1.0,3.0,39.0,54.0,2.0,4.0,1.0
nomi-mwloader,29.0,18.0,30.0,22.0,6.0,9.0,21.0,17.0,9.0,43.0,24.0,12.0,19.0,5.0
grunt-codo,536.0,605.0,737.0,653.0,574.0,501.0,244.0,207.0,186.0,129.0,98.0,185.0,109.0,97.0
import-toml,31.0,15.0,83.0,21.0,18.0,428.0,271.0,1041.0,517.0,1058.0,145.0,109.0,56.0,42.0
jassa-core,9.0,4.0,5.0,6.0,5.0,5.0,9.0,3.0,2.0,8.0,10.0,3.0,3.0,1.0
nervejs,34.0,11.0,46.0,25.0,6.0,14.0,28.0,26.0,4.0,35.0,26.0,6.0,12.0,2.0
thingjs-air-quality-station,8.0,9.0,7.0,6.0,2.0,4.0,8.0,3.0,4.0,14.0,6.0,4.0,5.0,1.0
hbase-rpc-client,127.0,80.0,109.0,95.0,82.0,62.0,104.0,52.0,35.0,159.0,66.0,47.0,39.0,14.0
0g,915.0,2477.0,1783.0,1954.0,2066.0,2196.0,2174.0,2536.0,2409.0,2443.0,2574.0,2390.0,2739.0,1892.0
web-components-codemods,29.0,14.0,36.0,38.0,17.0,16.0,27.0,15.0,22.0,54.0,27.0,1.0,19.0,1.0
libgenesis,33.0,13.0,40.0,24.0,5.0,21.0,23.0,28.0,15.0,30.0,15.0,19.0,18.0,1.0
config.cf,8.0,13.0,11.0,9.0,4.0,7.0,12.0,4.0,5.0,33.0,7.0,2.0,6.0,1.0
transform-color-value,7.0,8.0,3.0,5.0,2.0,7.0,6.0,3.0,3.0,8.0,6.0,3.0,2.0,3.0
mongodb-package-manager,8.0,7.0,4.0,6.0,4.0,4.0,6.0,27.0,2.0,7.0,6.0,7.0,3.0,1.0
static-assets,7.0,12.0,7.0,6.0,4.0,37.0,8.0,65.0,2.0,51.0,39.0,11.0,6.0,3.0
worker-run,23.0,20.0,15.0,22.0,4.0,14.0,15.0,2.0,8.0,31.0,17.0,1.0,10.0,1.0
superstatic-proxy,280.0,245.0,270.0,175.0,230.0,111.0,154.0,78.0,207.0,177.0,65.0,124.0,122.0,23.0
rbx-remoteevent,7.0,9.0,5.0,7.0,3.0,7.0,9.0,5.0,3.0,12.0,10.0,8.0,5.0,2.0
amodal,14.0,5.0,9.0,7.0,6.0,6.0,14.0,108.0,5.0,33.0,4.0,6.0,4.0,1.0
at-commander,32.0,16.0,29.0,22.0,9.0,12.0,23.0,111.0,33.0,146.0,6.0,21.0,10.0,9.0
to-descriptor,7953.0,7690.0,8930.0,6593.0,6890.0,7843.0,7830.0,8395.0,8973.0,11034.0,8366.0,7383.0,9057.0,6140.0
antd-cron-component,24.0,22.0,25.0,12.0,8.0,10.0,13.0,110.0,6.0,21.0,10.0,8.0,36.0,28.0
pcg32,19.0,19.0,19.0,14.0,15.0,39.0,18.0,11.0,13.0,39.0,16.0,4.0,9.0,5.0
form-to-ses,7.0,4.0,6.0,5.0,5.0,5.0,7.0,2.0,4.0,9.0,7.0,4.0,3.0,2.0
find-duplicate-strings,56.0,14.0,50.0,56.0,5.0,20.0,40.0,36.0,20.0,67.0,41.0,4.0,23.0,2.0
matchmedia-polyfill,194397.0,396619.0,265517.0,195228.0,213584.0,215971.0,223816.0,214332.0,196919.0,211379.0,179579.0,157620.0,184078.0,143778.0
lameboy,46.0,19.0,44.0,31.0,5.0,17.0,30.0,21.0,6.0,54.0,49.0,5.0,16.0,3.0
random-messagesqchow,12.0,14.0,5.0,11.0,3.0,7.0,8.0,4.0,2.0,8.0,4.0,11.0,5.0,0.0
react-lunar-toggle,21.0,14.0,9.0,17.0,4.0,14.0,12.0,6.0,2.0,20.0,15.0,8.0,27.0,0.0
swirlnet.geno-to-pheno,11.0,6.0,8.0,8.0,8.0,8.0,11.0,7.0,10.0,12.0,9.0,3.0,6.0,2.0
console-var,5.0,8.0,10.0,8.0,8.0,8.0,10.0,8.0,6.0,26.0,6.0,8.0,4.0,2.0
STRUCT,6.0,6.0,6.0,7.0,6.0,7.0,12.0,5.0,2.0,28.0,4.0,1.0,4.0,2.0
beekeeper-util,119.0,72.0,153.0,114.0,18.0,97.0,129.0,129.0,8.0,167.0,51.0,573.0,450.0,228.0
wepy-utils,34.0,34.0,15.0,35.0,3.0,7.0,26.0,1.0,41.0,56.0,53.0,7.0,11.0,1.0
semantic-ui-dimmer,2357.0,2157.0,2680.0,3191.0,2878.0,2088.0,1966.0,1980.0,2042.0,2473.0,1723.0,1701.0,2024.0,1391.0
webgl-detector,3254.0,972.0,4710.0,1613.0,1716.0,1282.0,2997.0,1853.0,1653.0,1672.0,782.0,611.0,827.0,744.0
cordova-plugin-fcm-hb,9.0,9.0,17.0,15.0,18.0,23.0,23.0,20.0,14.0,23.0,11.0,11.0,3.0,2.0
react-throttle-clone,9.0,4.0,2.0,5.0,5.0,5.0,8.0,4.0,4.0,10.0,11.0,33.0,12.0,3.0
2708-node-lib-md,0.0,72.0,11.0,7.0,11.0,10.0,13.0,21.0,42.0,27.0,13.0,5.0,12.0,1.0
tns-ios-inspector,984.0,1045.0,603.0,1317.0,83.0,405.0,807.0,13.0,371.0,767.0,738.0,9.0,434.0,6.0
file-system-db,315.0,497.0,374.0,253.0,421.0,351.0,446.0,269.0,327.0,976.0,705.0,490.0,1229.0,685.0
cordova-plugin-galaxy,0.0,0.0,587.0,129.0,289.0,719.0,110.0,73.0,51.0,248.0,40.0,8.0,33.0,1.0
talkspirit-react-scripts,11.0,6.0,4.0,8.0,3.0,4.0,10.0,1.0,282.0,281.0,6.0,3.0,3.0,2.0
mixup-dev-utils,63.0,48.0,81.0,61.0,7.0,39.0,50.0,28.0,3.0,85.0,34.0,30.0,28.0,4.0
arsf-static-route,16.0,10.0,13.0,10.0,4.0,10.0,16.0,111.0,7.0,56.0,5.0,19.0,7.0,2.0
model-extensions,24.0,28.0,22.0,35.0,17.0,6.0,23.0,15.0,10.0,31.0,24.0,8.0,16.0,1.0
storage,1255.0,1169.0,1137.0,964.0,1168.0,1051.0,1133.0,1151.0,1536.0,1388.0,1828.0,1133.0,1584.0,1161.0
juliangruber-shallow-equal,27.0,26.0,17.0,14.0,10.0,15.0,26.0,17.0,14.0,34.0,27.0,18.0,16.0,10.0
apexchartsfixed,41.0,64.0,24.0,9.0,36.0,74.0,68.0,82.0,90.0,198.0,198.0,90.0,79.0,42.0
ngx-str-cases,32.0,10.0,45.0,29.0,6.0,9.0,25.0,15.0,2.0,40.0,27.0,12.0,16.0,1.0
strapi-provider-upload-exo,143.0,211.0,257.0,132.0,190.0,131.0,128.0,163.0,121.0,69.0,61.0,31.0,48.0,102.0
field-guide-addon-docs-template,13.0,4.0,27.0,21.0,27.0,50.0,23.0,29.0,22.0,17.0,15.0,6.0,15.0,4.0
dottie,5874684.0,6044219.0,7192607.0,6062890.0,6361811.0,6398034.0,6166406.0,6945979.0,6564161.0,6824904.0,6188124.0,5654832.0,6605913.0,5521531.0
connective-sdh,11.0,4.0,4.0,5.0,5.0,7.0,5.0,9.0,8.0,19.0,5.0,4.0,3.0,2.0
colorts,11048.0,11665.0,11342.0,9952.0,9604.0,6677.0,4612.0,4552.0,4506.0,3643.0,3968.0,3749.0,4501.0,3829.0
oncrpc,30.0,23.0,24.0,67.0,29.0,18.0,18.0,39.0,8.0,40.0,24.0,32.0,25.0,12.0
hockeystreams,17.0,10.0,13.0,14.0,8.0,11.0,12.0,10.0,3.0,16.0,10.0,2.0,9.0,7.0
rollup-plugin-node-gyp,11.0,6.0,5.0,9.0,8.0,11.0,10.0,3.0,11.0,8.0,13.0,4.0,8.0,4.0
keys-in,56.0,50.0,24.0,5.0,6.0,7.0,11.0,5.0,2.0,10.0,10.0,13.0,3.0,3.0
qiao-webpack,468.0,409.0,526.0,1051.0,1739.0,1139.0,960.0,1341.0,1549.0,2215.0,1219.0,574.0,917.0,896.0
generator-typescript-jest-sdk,23.0,13.0,17.0,24.0,5.0,6.0,20.0,9.0,4.0,43.0,19.0,17.0,8.0,3.0
coffee-tmpl,29.0,17.0,45.0,13.0,5.0,14.0,28.0,29.0,28.0,179.0,50.0,26.0,41.0,6.0
myscript-common-element,34.0,46.0,33.0,31.0,41.0,23.0,28.0,30.0,15.0,31.0,23.0,7.0,15.0,5.0
nilka,18.0,4.0,17.0,12.0,5.0,7.0,13.0,11.0,17.0,24.0,12.0,10.0,6.0,3.0
earth-distance-js,241.0,274.0,343.0,284.0,140.0,158.0,175.0,81.0,159.0,122.0,84.0,54.0,71.0,72.0
bifjs-tx,73.0,29.0,43.0,20.0,4.0,21.0,31.0,30.0,15.0,164.0,38.0,6.0,15.0,5.0
react-intl-tel-input-mui,6.0,7.0,7.0,5.0,4.0,5.0,10.0,6.0,29.0,29.0,9.0,7.0,6.0,1.0
funcs-js,1936.0,1360.0,1696.0,1222.0,1687.0,1335.0,1350.0,1592.0,1470.0,1434.0,1305.0,1299.0,1349.0,983.0
hxt-ui,10.0,9.0,6.0,12.0,3.0,5.0,12.0,3.0,1.0,9.0,9.0,2.0,6.0,1.0
halite,48.0,18.0,46.0,32.0,16.0,18.0,35.0,18.0,14.0,48.0,15.0,21.0,17.0,3.0
mongo-tx,22.0,18.0,28.0,19.0,6.0,10.0,19.0,45.0,25.0,30.0,15.0,12.0,25.0,9.0
infrastructure-mail,13.0,9.0,9.0,6.0,3.0,7.0,10.0,4.0,2.0,18.0,11.0,4.0,10.0,1.0
await-delay,5666.0,5379.0,4503.0,3163.0,4731.0,4010.0,3980.0,3977.0,3662.0,3542.0,3069.0,2808.0,3381.0,2719.0
codeartifact-login,15.0,19.0,31.0,13.0,4.0,6.0,10.0,12.0,4.0,72.0,1159.0,1132.0,1161.0,773.0
httpolyglot,33572.0,32985.0,39163.0,36838.0,31856.0,29843.0,35445.0,30437.0,28511.0,34707.0,40077.0,33354.0,26928.0,18271.0
react-native-sockets-antago,9.0,12.0,6.0,8.0,6.0,7.0,11.0,5.0,7.0,43.0,16.0,24.0,6.0,3.0
cra-template-react-first-strike,17.0,11.0,11.0,15.0,20.0,29.0,34.0,5.0,5.0,27.0,5.0,7.0,7.0,4.0
loxt,330.0,299.0,201.0,1015.0,644.0,189.0,336.0,417.0,158.0,290.0,100.0,70.0,250.0,117.0
json-bigint-parser,19.0,8.0,7.0,12.0,5.0,5.0,10.0,9.0,4.0,17.0,9.0,14.0,11.0,9.0
laurette_modale,41.0,28.0,41.0,44.0,34.0,3.0,33.0,18.0,1.0,32.0,21.0,6.0,19.0,1.0
react-native-startapp,18.0,10.0,17.0,15.0,8.0,14.0,17.0,11.0,10.0,33.0,21.0,16.0,32.0,8.0
mimosa-handlebars-on-window,20.0,7.0,17.0,11.0,6.0,5.0,15.0,7.0,2.0,21.0,13.0,10.0,6.0,7.0
slate-instant-replace,195.0,1340.0,6965.0,8129.0,10213.0,7342.0,6552.0,5757.0,6370.0,7089.0,8608.0,4258.0,4106.0,4170.0
palavyr-chat-widget,252.0,141.0,118.0,252.0,57.0,60.0,304.0,80.0,1.0,234.0,82.0,82.0,80.0,6.0
grunt-angular-tags,7.0,4.0,6.0,7.0,4.0,7.0,20.0,4.0,4.0,18.0,8.0,7.0,4.0,2.0
node-mock-server,8917.0,10953.0,13689.0,10506.0,14904.0,11805.0,13038.0,5626.0,3248.0,4183.0,3239.0,2435.0,3043.0,1692.0
consqu,13.0,6.0,5.0,5.0,8.0,18.0,14.0,7.0,6.0,15.0,5.0,4.0,9.0,13.0
react-canvas-engine,0.0,422.0,31.0,19.0,16.0,9.0,25.0,13.0,1.0,35.0,14.0,9.0,9.0,1.0
opencolor,152.0,93.0,127.0,102.0,111.0,74.0,91.0,167.0,244.0,584.0,628.0,983.0,857.0,423.0
danger-plugin-linear-history,17.0,11.0,8.0,102.0,19.0,15.0,29.0,20.0,109.0,27.0,13.0,16.0,20.0,13.0
npm-scripts-comment,20.0,11.0,17.0,12.0,12.0,4.0,13.0,5.0,2.0,12.0,11.0,5.0,7.0,1.0
ts-optchain,39219.0,42435.0,42264.0,31953.0,38519.0,32734.0,37491.0,40215.0,30795.0,35971.0,40050.0,93460.0,79991.0,55934.0
umi-plugin-nprogress,69.0,63.0,66.0,123.0,23.0,53.0,70.0,32.0,37.0,145.0,88.0,16.0,40.0,5.0
ng-typing,13.0,18.0,15.0,10.0,23.0,88.0,23.0,18.0,15.0,27.0,13.0,34.0,15.0,13.0
ninecat-ui-lyn,12.0,12.0,14.0,11.0,5.0,4.0,14.0,7.0,1.0,12.0,8.0,9.0,7.0,4.0
basic-computer,40.0,19.0,48.0,22.0,6.0,28.0,25.0,30.0,17.0,201.0,23.0,6.0,17.0,4.0
bespoke-theme-beachday,15.0,6.0,12.0,9.0,4.0,9.0,16.0,37.0,51.0,60.0,11.0,10.0,7.0,6.0
duolingo-api,395.0,357.0,305.0,19.0,8.0,12.0,15.0,10.0,5.0,21.0,12.0,10.0,7.0,5.0
trevalla,8.0,10.0,4.0,4.0,3.0,5.0,6.0,1.0,3.0,7.0,5.0,1.0,3.0,1.0
vinyl-fs-browser,58.0,26.0,41.0,49.0,46.0,43.0,33.0,42.0,454.0,42.0,42.0,43.0,32.0,14.0
react-fluid-container,308.0,383.0,480.0,302.0,285.0,280.0,295.0,226.0,273.0,384.0,218.0,82.0,142.0,100.0
rearg,10.0,7.0,9.0,11.0,5.0,7.0,7.0,4.0,7.0,17.0,15.0,7.0,5.0,1.0
particles-icons,5.0,10.0,5.0,5.0,7.0,5.0,8.0,6.0,5.0,11.0,8.0,7.0,3.0,2.0
lison-mibao-ui-components,3.0,6.0,5.0,3.0,7.0,6.0,10.0,5.0,1.0,6.0,6.0,4.0,3.0,5.0
mbmcss,41.0,47.0,97.0,57.0,6.0,31.0,48.0,27.0,3.0,168.0,32.0,30.0,26.0,2.0
gh-pages-open,10.0,7.0,8.0,7.0,7.0,7.0,12.0,3.0,3.0,17.0,7.0,5.0,5.0,3.0
fork-require,38.0,19.0,41.0,39.0,18.0,34.0,32.0,19.0,27.0,40.0,27.0,7.0,16.0,2.0
verb-tag-glob,17.0,13.0,11.0,19.0,6.0,9.0,11.0,5.0,17.0,25.0,17.0,4.0,9.0,10.0
tinyjs-resource-loader,89.0,91.0,102.0,187.0,11.0,56.0,96.0,4.0,67.0,158.0,92.0,78.0,80.0,5.0
git-server-windows,24.0,12.0,29.0,31.0,4.0,8.0,20.0,16.0,9.0,32.0,18.0,6.0,16.0,2.0
react-select-gs,17.0,6.0,8.0,11.0,5.0,8.0,14.0,6.0,1.0,16.0,13.0,3.0,7.0,2.0
brane-ui,7.0,5.0,4.0,7.0,5.0,4.0,10.0,21.0,7.0,20.0,6.0,1.0,3.0,2.0
workaholic-js,8.0,4.0,4.0,4.0,3.0,9.0,8.0,2.0,3.0,16.0,12.0,8.0,5.0,2.0
input-slider-react,12.0,10.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,9.0,9.0,4.0,8.0,3.0
stepfunctions-local,249.0,291.0,1040.0,597.0,546.0,693.0,590.0,439.0,601.0,537.0,395.0,420.0,827.0,851.0
mbx-cli,57.0,67.0,130.0,316.0,174.0,171.0,99.0,75.0,36.0,113.0,70.0,8.0,37.0,4.0
eslint-config-freelint-jsx,15.0,3.0,5.0,7.0,3.0,5.0,7.0,2.0,2.0,12.0,8.0,5.0,5.0,1.0
world-english-bible,18.0,10.0,21.0,27.0,6.0,50.0,13.0,6.0,184.0,48.0,17.0,9.0,7.0,4.0
ubikjs,14.0,12.0,6.0,14.0,4.0,9.0,7.0,5.0,5.0,12.0,7.0,8.0,5.0,1.0
ember-fhir-adapter,55.0,20.0,59.0,40.0,21.0,22.0,40.0,20.0,22.0,56.0,32.0,7.0,25.0,9.0
clover-rest-api,18.0,9.0,11.0,16.0,5.0,12.0,17.0,12.0,10.0,67.0,16.0,3.0,7.0,2.0
generator-aframe,29.0,15.0,41.0,37.0,5.0,11.0,25.0,11.0,3.0,32.0,22.0,5.0,19.0,1.0
docusaurus-plugin-fathom,119.0,156.0,171.0,391.0,1181.0,910.0,417.0,311.0,789.0,1000.0,1288.0,818.0,766.0,460.0
pgrest,37.0,48.0,29.0,33.0,11.0,26.0,22.0,20.0,2.0,57.0,20.0,27.0,27.0,1.0
video-in-out.js,15.0,18.0,15.0,17.0,8.0,6.0,15.0,8.0,8.0,19.0,7.0,11.0,6.0,1.0
santee-dcts,266.0,158.0,304.0,235.0,126.0,82.0,54.0,99.0,65.0,112.0,93.0,35.0,17.0,20.0
tc-boilerplate-pc,11.0,10.0,8.0,9.0,6.0,4.0,10.0,2.0,7.0,24.0,14.0,2.0,5.0,2.0
redux-state-connect,15.0,10.0,11.0,11.0,8.0,12.0,15.0,16.0,4.0,17.0,11.0,8.0,13.0,8.0
ira-js-calc,9.0,3.0,4.0,5.0,3.0,6.0,7.0,2.0,2.0,6.0,7.0,3.0,3.0,2.0
gulp-html-img64,50.0,15.0,37.0,26.0,10.0,12.0,31.0,15.0,10.0,47.0,19.0,15.0,13.0,4.0
react-jest-mock,123.0,40.0,14.0,761.0,332.0,126.0,98.0,81.0,61.0,103.0,106.0,36.0,173.0,274.0
told-nodejs-client,16.0,14.0,13.0,22.0,3.0,9.0,9.0,7.0,7.0,29.0,11.0,4.0,16.0,1.0
node-sass-svg,259.0,198.0,153.0,130.0,103.0,164.0,118.0,111.0,62.0,143.0,93.0,53.0,114.0,44.0
page-visibility,67.0,41.0,37.0,75.0,38.0,39.0,41.0,52.0,39.0,54.0,39.0,37.0,37.0,29.0
el-data-table,254.0,165.0,187.0,155.0,43.0,126.0,145.0,112.0,16.0,220.0,157.0,33.0,130.0,10.0
array.prototype.tosorted,18411149.0,21745654.0,29422198.0,27857030.0,32879513.0,34144488.0,35303638.0,39776208.0,40495008.0,44350405.0,41923762.0,38887583.0,47299371.0,37803795.0
lefit-cms-cli,7.0,5.0,5.0,6.0,5.0,4.0,10.0,8.0,3.0,7.0,6.0,6.0,4.0,3.0
screwdriver-queue-service,259.0,258.0,211.0,547.0,639.0,353.0,184.0,332.0,183.0,256.0,90.0,90.0,90.0,6.0
node-code-error,36.0,25.0,44.0,29.0,4.0,15.0,28.0,23.0,3.0,42.0,17.0,23.0,24.0,1.0
ng2-custom-tag-input,43.0,22.0,61.0,34.0,11.0,14.0,35.0,40.0,65.0,47.0,36.0,5.0,16.0,2.0
otkit-spacing,405.0,201.0,247.0,178.0,399.0,395.0,560.0,354.0,501.0,426.0,203.0,75.0,316.0,117.0
lowdown-nelsontineojr,7.0,3.0,5.0,6.0,6.0,6.0,7.0,11.0,9.0,10.0,10.0,5.0,6.0,2.0
wechat-oauth-gaus,4.0,7.0,4.0,7.0,2.0,6.0,13.0,1.0,3.0,9.0,5.0,4.0,4.0,2.0
spawnpoint-rethinkdb,21.0,28.0,8.0,12.0,18.0,7.0,19.0,45.0,21.0,48.0,18.0,5.0,13.0,18.0
node-crypto-js,534.0,420.0,461.0,350.0,452.0,216.0,415.0,288.0,285.0,436.0,369.0,291.0,303.0,258.0
peer-connector,117.0,138.0,65.0,106.0,11.0,89.0,95.0,50.0,2.0,148.0,112.0,4.0,53.0,4.0
ngager-pdfwriter,42.0,17.0,55.0,52.0,33.0,39.0,25.0,29.0,6.0,56.0,29.0,25.0,20.0,2.0
yapi-vendor,416.0,261.0,245.0,199.0,219.0,359.0,276.0,2281.0,1402.0,3771.0,1425.0,617.0,1086.0,697.0
